name,country,sports,age,gender,philosophy,ambition,hero
ROMERO Florencia Belen,Argentina, Athletics,25,Female,"""I persevere and I will succeed."" (Athlete, 16 Jul 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 25 May 2020)","Argentinian athlete German Lauro. (Athlete, 09 Nov 2019)"
ROMLY Abdul Latif,Malaysia, Athletics,24,Male,"""Fight for gold."" (Athlete, 21 Oct 2015)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (hmetro.com.my, 06 Mar 2020)","Malaysian badminton player Lee Chong Wei. (Athlete, 06 Nov 2019)"
RONG Jing,People's Republic of China, Wheelchair Fencing,32,Female,,,
RONGEN Elke,Germany, Badminton,51,Female,"""The glass is always half full, never half empty."" (Athlete, 22 Aug 2021)","To reach the quarterfinals at the 2020 Paralympic Games in Tokyo. (Athlete, 22 Aug 2021)",
ROOKE Martin,Great Britain, Badminton,48,Male,"""Fail to prepare, then prepare to fail."" (ebad.org.uk, 14 Sep 2014)","To compete at the 2020 Paralympic Games in Tokyo. (badmintoneurope.com, 29 Dec 2019)",
ROORDA Noelle,Netherlands, Athletics,21,Female,"''Your impairment is only a problem if you make a problem of it. Think in possibilities, not in impossibilities.'' (Athlete, 06 Nov 2019; stichtingpara-atletiek.org, 2018)","To compete at the 2020 and 2024 Paralympic Games. (atletiek.nl, 05 Nov 2019; stichtingpara-atletiek.org, 2018)","German javelin thrower Thomas Rohler. (Athlete, 06 Nov 2019)"
RORBAHA Baiba,Latvia, Athletics,29,Female,,,"Her grandfather. (Athlete, 07 Nov 2019)"
ROSENGREN Cathrine,Denmark, Badminton,22,Female,,"To win gold at the 2020 Paralympic Games in Tokyo. (badmintoneurope.com, 01 Jul 2019)",
ROSENMEIER Peter,Denmark, Table Tennis,37,Male,"""Just because you don't look like everybody else you don't have to prove yourself more than anybody else."" (foraricherlife.com, 01 Jun 2020)","To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org, 15 Apr 2020)",
ROSS Kathryn,Australia, Rowing,40,Female,,,"Australian swimmers Hayley Lewis and Ellie Cole. (rowingaustralia.com.au, 04 Sep 2011)"
ROSSI Giada,Italy, Table Tennis,27,Female,"""Sport conveys a fundamental message, which is to face the obstacles that life places before us with determination, overcoming them with the weapons we have at our disposal. It teaches us not to take the simplest way, making excuses, but to identify our strengths and find solutions."" (fitet.org, 14 Apr 2020)","To compete at the 2020 Paralympic Games in Tokyo. (comitatoparalimpico.it, 25 Nov 2020)",
ROSTAMI Roohallah,Islamic Republic of Iran, Powerlifting,32,Male,"""You get out what you put in."" (jamaran.news, 20 Dec 2020; Athlete, 23 Apr 2012)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (irisfd.ir, 19 Apr 2021)","Iranian Para powerlifter Kazem Rajabi Golojeh. (Athlete, 18 Jul 2019)"
ROULET Anaelle,France, Swimming,25,Female,,"To win gold at the 2020 Paralympic Games in Tokyo. (actu.fr, 08 Oct 2020)",
ROUSELL Ryan,Canada, Wheelchair Fencing,24,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.ca, 14 Jul 2021)",
ROWLES Lauren,Great Britain, Rowing,23,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (eurosport.co.uk, 07 Apr 2021)","US wheelchair racer Tatyana McFadden. (sportsaid.org.uk, 30 Apr 2014)"
ROWLINGS Ben,Great Britain, Athletics,25,Male,"""Fail to prepare, prepare to fail."" (cpteensuk.org, 09 Jul 2014)","To compete at the 2020 Paralympic Games in Tokyo. (linlithgowgazette.co.uk, 11 Oct 2019)","US boxer Muhammad Ali. (benrowlings.com, 10 Oct 2014)"
ROXON Katarina,Canada, Swimming,28,Female,"""Winning is not coming first, it's knowing you've done your best."" [a quote from her father] (canadianathletesnow.ca, 12 Dec 2011)""My message to all kids, if they have a disability or not, is that anything is possible, if you dream big, and have determination. This life is their story, and they can make it as great as they want, but it will take hard work, and a lot of heart to reach any dream they desire."" (sportmanagementhub.com, 06 Dec 2019)","To win a medal at the 2020 Paralympic Games in Tokyo. (thetelegram.com, 08 Sep 2019; nfldherald.com, 25 Jun 2019; rockswim.ca, 01 Feb 2019)",
ROYON Anne Frederique,France, Equestrian,43,Female,,,
ROZBORA Andras,Hungary, Canoe Sprint,43,Male,,,
ROZEMA Salima,Netherlands, Athletics,25,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (groningenatletiek.nl, 01 May 2021)",
RUAN Jianping,People's Republic of China, Cycling Road,36,Female,"""Believe in yourself."" (Weibo profile, 21 Jan 2020)","To compete at the 2020 Paralympic Games in Tokyo. (gddpf.org.cn, 18 Mar 2019)",
RUAN Jianping,People's Republic of China, Cycling Track,36,Female,"""Believe in yourself."" (Weibo profile, 21 Jan 2020)","To compete at the 2020 Paralympic Games in Tokyo. (gddpf.org.cn, 18 Mar 2019)",
RUAN Jingsong,People's Republic of China, Swimming,24,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (yn.xinhuanet.com, 14 Aug 2021; m.kunming.cn, 27 Aug 2019)",
RUBIO Carmen,Spain, Archery,59,Female,,,"Spanish road cyclist Miguel Indurain, Spanish Basque pelota player Julian Retegui. (Athlete, 21 Aug 2012)"
RUCHKINA Aleksandra,RPC, Athletics,24,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 05 Mar 2021)",
RUDAKOV Fedor,RPC, Athletics,27,Male,,,"Russian middle-distance runner Yuriy Borzakovskiy. (Athlete, 23 Aug 2021)"
RUDENKO Viktor,RPC, Judo,35,Male,"""Never give up."" (IJF, 24 Jan 2016)","To win a medal at the Paralympic Games. (Athlete, 26 Apr 2021)","Russian and Soviet Greco-Roman wrestler Alexander Karelin. (bestmagazine.ru, 30 May 2012)"
RUETHER Martha,United States of America, Swimming,27,Female,"""You are already in pain, you might as well get a reward for it. Work hard."" (Athlete, 07 Jan 2016)","To compete at the 2020 Paralympic Games in Tokyo. (malone.edu, 16 Apr 2020)","Her mother. (Athlete, 07 Jan 2016)"
RUFINO de PAULO Fernando,Brazil, Canoe Sprint,36,Male,,"To win two medals at the Paralympic Games. (olimpiadatododia.com.br, 03 Sep 2020)",
RUIZ CASTRO Jose Roman,Mexico, Athletics,33,Male,,"To win gold at the Paralympic Games. (Tigres Direccion de Deportes de la UANL Facebook page, 22 Jan 2019)",
RUIZ DIAZ Antonella,Argentina, Athletics,24,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (miradorprovincial.com, 29 Sep 2019)","Argentinian footballer Lionel Messi. (Athlete, 09 Nov 2019)"
RUIZ ESCRIBANO Sonia,Spain, Wheelchair Basketball,40,Female,"""Only the strong will survive."" (Facebook profile, 30 Mar 2020)","To compete at the 2020 Paralympic Games in Tokyo. (marca.com, 30 Jun 2019)",
RUIZ JORDAN Jordi,Spain, Wheelchair Basketball,30,Male,"""No matter what happens go to the gym and try to get better every day."" (Athlete, 02 Aug 2016)",,"US basketball player Larry Bird, Argentinian football player and coach Diego Simeone. (Athlete, 02 Aug 2016)"
RUIZ LOPEZ Jairo,Spain, Triathlon,32,Male,"""Life does not offer easy battles."" (dxtadaptado.com, 25 Jul 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (tokio2020.dxtadaptado.com, 25 Jul 2021)","Spanish triathlete Javier Gomez. (Athlete, 15 Jan 2015)"
RUIZ REYES Jose Manuel,Spain, Table Tennis,43,Male,"""If you want something, you have to earn it."" (Instagram profile, 09 Apr 2021; Athlete, 21 Aug 2012)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 06 Mar 2021)","Spanish tennis player Rafael Nadal. (Athlete, 14 Oct 2015)"
RUIZ RUIZ Maria,Spain, Wheelchair Basketball,56,Female,,"To achieve a top-five finish at the 2020 Paralympic Games in Tokyo. (deporteadaptadocyl.org, 01 Jul 2021)",
RUMARY Victoria,Great Britain, Archery,33,Female,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (archerygb.org, 17 Sep 2020)",
RUNG Sarah Louise,Norway, Swimming,31,Female,"""There are no shortcuts to the places worth going."" (Athlete, 03 Dec 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (tv2.no, 28 Mar 2021)","Norwegian swimmer Alexander Dale Oen. (Athlete, 03 Dec 2017)"
RUSSELL Hannah,Great Britain, Swimming,25,Female,"""For me it's all about my goals. I like to set goals going into competitions, and also in my personal life. If I set those goals, I've always got a target to achieve. I've set myself high standards, and I'm hoping to be able to reach them with the training I've done. If you put in the work the results will follow."" (salford.ac.uk, 15 Jul 2021)","To defend her Paralympic titles in the 50m freestyle and 100m backstroke at the 2020 Paralympic Games in Tokyo. (salford.ac.uk, 15 Jul 2021; bbc.co.uk, 07 Apr 2021)","British swimmer Rebecca Adlington, British Para swimmer Ellie Simmonds. (sportsister.com, 25 Mar 2015)"
RUSSO Nicky,Italy, Athletics,47,Male,"""Run when you can, walk when you have to, crawl if you need to, but never give up."" (fispes.it, 05 Aug 2020)","To compete at the 2020 Paralympic Games in Tokyo. Outside of competition, he aspires to become a youth coach. (Facebook profile, 10 Aug 2021; Comitato Italiano Paralimpico YouTube Channel, 09 Aug 2021)",
RUVALCABA ALVAREZ Lenia Fabiola,Mexico, Judo,35,Female,"""Judo is a part of me, I could not imagine my life without it."" (Athlete, 02 Nov 2011; consensos.com.mx, 09 Aug 2011)","To win gold at the 2020 Paralympic Games in Tokyo. She also aspires to establish a judo school in Mexico. (marca.com, 17 May 2020)",
RUZHDI Ruzhdi,Bulgaria, Athletics,30,Male,"""Never give up."" (Athlete, 23 Aug 2021)","To become a two-time Paralympic Games gold medallist. (Athlete, 23 Aug 2021)","German shot putter David Storl. (Athlete, 23 Aug 2021)"
RYABCHENKO Tatiana,RPC, Shooting,31,Female,"""Do not limit yourself. Do what you love."" (belpressa.ru, 24 May 2018)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 10 Mar 2020)","Russian Para shooter Andrey Lebedinskiy. (Athlete, 04 Sep 2016)"
RYAN Chris,Great Britain, Wheelchair Rugby,30,Male,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (lp40c.com, 20 Feb 2018)",
RYAN Courtney,United States of America, Wheelchair Basketball,30,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (kusi.com, 23 Dec 2020)",
RYBERG Olof,Sweden, Athletics,21,Male,"""Athletics is a wonderful sport in its freedom and simplicity. You 'just' need to be a little faster, jump a little further / higher or throw longer than your opponents - then you win."" (paralympics.se, 09 Sep 2019)","To reach a final at the 2020 Paralympic Games in Tokyo. (goteborgfriidrott.se, 15 Oct 2020; paralympics.se, 09 Sep 2019)",
RZIG Faouzi,Tunisia, Athletics,39,Male,"""I must do better."" (Athlete, 13 Dec 2010)",,
RZOUGA Bochra,Tunisia, Athletics,42,Female,,,
SAADATPOORMOGHADAM Vahid,Islamic Republic of Iran, Wheelchair Basketball,37,Male,"""Manage time to achieve the goal."" (Athlete, 21 Aug 2021)","To compete at the 2020 Paralympic Games in Tokyo. (irisfd.ir, 02 Jun 2019)","His mother. (Athlete, 21 Aug 2021)"
SAADON Yosi,Israel, Wheelchair Tennis,49,Male,,,
SAAVEDRA REINALDO Juan Antonio,Spain, Shooting,47,Male,"""In shooting you fight against yourself and it helps you face your fears. It is a sport of constant improvement in which you seek perfection, something that does not exist, but which becomes almost an obsession. You learn to compete under stress and with a lot of tension and it helps me apply those qualities to my day-to-day life."" (tokio2020.dxtadaptado.com, 25 Jul 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (rtve.es, 29 Jan 2021)","Spanish tennis player Rafa Nadal, US skateboarder Tony Hawk, Brazilian footballer Pele. (dxtadaptado.com, 25 Jul 2021)"
SABATINI Ambra,Italy, Athletics,19,Female,"""The harder the fight, the greater the triumph."" (ottobock.com, 13 Feb 2021)","To compete at the 2020 Paralympic Games in Tokyo. (newsi.icu, 12 Feb 2021)","British middle-distance runner Roger Bannister, Italian Para athlete Martina Caironi. (art4sport.org, 01 Feb 2021; ottobock.com, 13 Feb 2021)"
SABINO Claudia Cicero,Brazil, Rowing,44,Female,"""The formula is 20% of strength, 20% of technique, 20% of pain and 40% of will."" (boaforma.abril.com.br, 22 Oct 2016)",,
SABLJAK Ella,Australia, Wheelchair Basketball,29,Female,,,
SADIE Christian,South Africa, Swimming,23,Male,"""You are not going to win by focusing on what others do. You need to focus on what you need to do, to succeed. We are all different and to achieve at the highest it means doing what others might not."" (speedo.co.za, 01 Jan 2021)","To reach the final at the 2020 Paralympic Games in Tokyo. (speedo.co.za, 01 Jan 2021)","Spanish footballer Santi Cazorla. (Athlete, 09 Sep 2019)"
SADLER Jan,Germany, Wheelchair Basketball,28,Male,,,"German discus thrower Michael Mollenbeck. (Athlete, 22 Aug 2021)"
SADNI Ayoub,Morocco, Athletics,22,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 30 Apr 2019)","South African 400m runner Wayde van Niekerk. (Athlete, 21 Nov 2019)"
SAENGAMPA Worawut,Thailand, Boccia,28,Male,"""Learn from yesterday, live for today and hope for tomorrow."" (Facebook profile, 20 Oct 2019)",,"Argentinian footballer Diego Maradona. (Athlete, 11 Sep 2016)"
SAENLAR Chutima,Thailand, Shooting,48,Female,"""Do your best."" (Facebook profile, 28 Oct 2016)",,
SAENSUPA Nipada,Thailand, Badminton,38,Female,,,
SAFAROVA Basti,Azerbaijan, Judo,23,Female,,,
SAFIN Sergey,RPC, Boccia,27,Male,,"To win a gold medal at the Paralympic Games. (Athlete, 11 Jun 2021)","Canadian boccia player Marco Dispaltro. (Athlete, 11 Jun 2021)"
SAFONOVA Viktoriia,RPC, Table Tennis,33,Female,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (Athlete, 21 Apr 2021)","Swedish table tennis player Jan-Ove Waldner. (Athlete, 21 Apr 2021)"
SAFONOVA Yuliia,Ukraine, Swimming,20,Female,,"To win gold medals at the Paralympic Games. (Athlete, 18 Mar 2021)","Ukrainian Para swimmer Yelyzaveta Mereshko, Argentinian footballer Lionel Messi. (Athlete, 11 May 2019)"
SAFRONOV Dmitrii,RPC, Athletics,25,Male,,"To win gold at the Paralympic Games. (Athlete, 24 Oct 2019)","Jamaican sprinter Usain Bolt. (Athlete, 26 Sep 2015)"
SAGANE Nozomu,Japan, Sitting Volleyball,33,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (sankei.comm, 17 Aug 2021)",
SAGAR Ian,Great Britain, Wheelchair Basketball,39,Male,"""Failing to prepare is preparing to fail."" (Athlete, 20 Jul 2016)",,"British wheelchair basketball player Simon Munn. (Athlete, 20 Jul 2016)"
SAGOEY Helle Sofie,Norway, Badminton,23,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.org, 22 Nov 2017)",
SAIFI Nassima,Algeria, Athletics,32,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 23 Jun 2019)","Algerian Para athlete and husband Hocine Saadoune. (Athlete, 27 Aug 2021)"
SAIFUTDINOV Artur,RPC, Swimming,24,Male,,"To win gold at the Paralympic Games. (Athlete, 12 Mar 2021)","Russian swimmer Vladimir Morozov, US swimmer Michael Phelps. (Athlete, 27 Oct 2013)"
SAITO Genki,Japan, Swimming,22,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (yomiuri.co.jp, 11 Apr 2018)",
SAKAMOTO Chika,Japan, Powerlifting,39,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (joc.or.jp, 17 Jan 2019)",
SAKURAI Anri,Japan, Wheelchair Fencing,32,Female,"""It's all about the journey, not the outcome."" (Instagram profile, 21 Apr 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (wheelchairfencing1henry.wordpress.com, 07 Apr 2020)",
SALAS MARIN Maria Estela,Mexico, Athletics,52,Female,"""Where there is a will, there is a way."" (RNo TeRajes' YouTube channel, 05 Aug 2016)",To compete at the 2020 Paralympic Games in Tokyo. (MasDeportesRTVmm 17 Oct 2018),"Her father. (Athlete, 15 Jul 2017)"
SALEGUI Christophe,France, Wheelchair Rugby,35,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (ladepeche.fr, 11 Feb 2021)",
SALEH FARAJZADEH Siamak,Islamic Republic of Iran, Athletics,43,Male,"""Peace in sport."" (Athlete, 23 Jul 2017)","To compete at the 2020 Paralympic Games in Tokyo. (imna.ir, 01 Aug 2021; varzesh3.com, 13 Jul 2021)","Iranian Para athlete Mohammad Sadeghimehryar. (Athlete, 23 Jul 2017)"
SALEH Sameh Mohamed,Egypt, Table Tennis,43,Male,"""Hard work is the key to success."" (Athlete, 10 Oct 2015)","To compete at the 2020 Paralympic Games in Tokyo. (ittf.com, 26 Aug 2020)",
SALEHIHAJIKOLAEI Ramezan,Islamic Republic of Iran, Sitting Volleyball,42,Male,,"To win gold at the 2020 and 2024 Paralympic Games. (Athlete, 22 Aug 2021)","His daughters. (Athlete, 22 Aug 2021)"
SALEHIZADEH Maryam,Canada, Goalball,34,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.ca, 29 Jun 2021)",
SALEI Dzmitry,Belarus, Swimming,31,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (Athlete, 18 Feb 2021)","Belarusian ice hockey player Ruslan Salei. (Athlete, 04 Mar 2019)"
SALEI Raman,Azerbaijan, Swimming,27,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 05 Mar 2020)","US swimmer Michael Phelps. (Athlete, 03 Mar 2019)"
SALGUERO GALISTEO Oscar,Spain, Swimming,23,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Paralimpicos TV YouTube channel, 19 Jan 2017; Twitter profile, 09 Oct 2020)","Spanish Para swimmer Teresa Perales. (Athlete, 12 Jul 2015)"
